name	offset	segment
_fudge	0x000665f1	1
_fx_timer	0x0000e988	1
_gameopts_buttongroup	0x00063478	1
_gameopts_done	0x0007ce66	1
_gamma	0x0006634c	1
_gammatable	0x000666d4	1
_gctab	0x00065980	1
_gftab	0x00065978	1
_globals	0x00066684	1
_glocs	0x0007d5e6	1
_gmtime_	0x00061c57	1
_goal	0x00079d7c	1
_grCopyFbToScreen	0x00099fac	1
_grCopyRect	0x00099f9c	1
_grCopyYLR	0x00099f90	1
_grDoGrab	0x00099fbc	1
_grDoPalette	0x00099f88	1
_grDrawFont	0x00099fb8	1
_grDrawString	0x00099fcc	1
_grDrawYLRPP	0x00099fa4	1
_grFbcopyYLR	0x00099fd8	1
_grFbufSaveYLR	0x00099fd4	1
_grPageFlip	0x00099f80	1
_grPixel	0x00099f94	1
_grReadPixel	0x00099f98	1
_grRestoreYLR	0x00099fb4	1
_grSaveYLR	0x00099fb0	1
_grSetFontSize	0x00099fc8	1
_grShow640	0x00099fd0	1
_grSoftPageFlip	0x00099f84	1
_grSolidBox	0x00099fa0	1
_grSolidYLR	0x00099f8c	1
_grV4CopyYLRPP	0x00099fc0	1
_grV4CopyYLRPP_R	0x00099fc4	1
_grVcopy	0x00099fa8	1
_grVscreenCopy	0x00099fdc	1
_gr_ccall	0x000798a4	1
_gr_end	0x00096522	1
_gr_fcall	0x000798a0	1
_gr_offs	0x00095c3a	1
_gr_wcall	0x000798a8	1
_grbuf	0x000826d4	1
_greed	0x0007ceb4	1
_grfp	0x0007cd98	1
_grfx_driver	0x000660b8	1
_grs_3dinf	0x0006a223	1
_grs_off	0x00068a23	1
_gsize	0x00081e5f	1
_gvechead	0x0007989f	1
_gvecs	0x00079764	1
_gwtab	0x00065988	1
_hack_vec	0x00066068	1
_handlers	0x00066088	1
_hd_icons	0x00067594	1
_headmod	0x00065888	1
_hgt_val	0x000662c0	1
_hgtmodtab	0x000659b0	1
_hilit_pics	0x000662ec	1
_hit_wall	0x000657c0	1
_hitadoor	0x00081e46	1
_hitangle	0x000795dd	1
_hitloc	0x000795d4	1
_hitobj	0x000795c6	1
_hitwall	0x00081e3e	1
_hitx	0x00081e43	1
_hity	0x00081e42	1
_hitz	0x000795d8	1
_holdmid	0x000798c0	1
_holdtmp	0x0007990e	1
_icon0	0x00066d74	1
_icon1	0x00066e39	1
_icon2	0x00066efe	1
_icon3	0x00066fc3	1
_icon4	0x00067088	1
_icon_button_handle	0x0007ce72	1
_iinkey	0x0000268c	1
_in	0x00081e70	1
_in_game	0x00066609	1
_inanmMapX	0x00081e67	1
_inanmMapY	0x00081e66	1
_inforMshandle	0x0007ce78	1
_init_files_	0x0005fe2a	1
_inpl	0x0007deb2	1
_inplist	0x0006662c	1
_input_addkey_	0x0000b330	1
_inside	0x0007649c	1
_invArmorObj	0x0007dc94	1
_invArmorQ	0x0007da88	1
_inv_refresh	0x00066291	1
_ixyn	0x000675a8	1
_joymovecur	0x00066654	1
_jstuff	0x000663a8	1
_k_modes	0x00066318	1
_kattr	0x0007cba2	1
_kb_mode	0x00066cd9	1
_kcurhndl	0x00063468	1
_kdispcnt	0x0007ce70	1
_key_dispatch	0x00078c3c	1
_key_hit	0x0000268b	1
_key_on	0x0000260a	1
_key_set	0x0000268e	1
_kmode	0x00066cd8	1
_l	0x000979ca	1
_l2	0x000979ce	1
_lastDurCheck	0x00066618	1
_lastTerr	0x0007cea2	1
_lastXeye	0x0007ce56	1
_lastYeye	0x0007ce58	1
_last_light	0x00066333	1
_last_sr_file_num	0x0006630a	1
_last_weap	0x00065bd7	1
_lastbin	0x000665fc	1
_lastcombattime	0x0007cdec	1
_lastscrmode	0x0007ce32	1
_lblrefs	0x00082164	1
_lcldblen	0x0007ce90	1
_ld_close_	0x00038c70	1
_ld_gr_	0x00038c7c	1
_ld_open_	0x00038b00	1
_lengset	0x0006669d	1
_lentab	0x00065d80	1
_level	0x00065c94	1
_light_act	0x00066330	1
_light_hi	0x00066332	1
_light_mod	0x0006632f	1
_lighton	0x00066660	1
_liquid_h	0x00065c00	1
_liquid_y	0x00065be4	1
_lleft	0x00097746	1
_lmask	0x00065f48	1
_load_adr	0x00066628	1
_load_only	0x0006366a	1
_loc	0x00082564	1
_loc_lght	0x00066331	1
_locsqmod	0x00081e5d	1
_loct	0x00081e45	1
_logh	0x0007c0b2	1
_logw	0x0007c0b0	1
_loopx	0x0007ce42	1
_loopy	0x0007ce2c	1
_lright	0x0009774a	1
_lstime	0x00066634	1
_lstpos	0x00082140	1
_lstrel	0x00082142	1
_lv1	0x0009778e	1
_lv2	0x00097792	1
_lz_buf_size	0x00081e8c	1
_lz_hash_buff	0x00081e80	1
_lz_in_buf	0x00081e84	1
_lz_out_buf	0x00081e88	1
_m3dh	0x0007ce5c	1
_m3dt	0x0007ce50	1
_m3dw	0x0007ce4c	1
_m3dx	0x0007ce4a	1
_m3dy	0x0007ce46	1
_magical_missile	0x00066649	1
_main_scroll	0x00065d14	1
_map_sq	0x000665ac	1
_mapdata	0x00066644	1
_mapptr	0x0007cdd8	1
_max_y	0x0009771e	1
_mcurhndl	0x00078c40	1
_mdispcnt	0x0007ce6e	1
_menu_scroll	0x00065d40	1
_menus_active	0x0006669a	1
_meptr	0x0007cdc4	1
_message_pics	0x00066300	1
_mhighptr	0x000798b4	1
_min_y	0x0009771a	1
_missile_hit	0x000657c1	1
_missile_trx	0x0007cec2	1
_missile_try	0x0007cec0	1
_mlowptr	0x000798b0	1
_mode_to_button	0x00063472	1
_motionbits	0x00066612	1
_mous_dispatch	0x00078c38	1
_mouse_hand	0x00066658	1
_mouse_in_scroll	0x00081e4f	1
_mptrmod	0x0007cea6	1
_msize_	0x0005fe71	1
_mspell_mused	0x0006668a	1
_muls	0x00065f59	1
_musicDriver	0x00063624	1
_music_sound	0x0007ce24	1
_musicsound_buttongroup	0x000635a8	1
_mxY	0x0007ce26	1
_mycst	0x0007cd5c	1
_myheight	0x00081e3d	1
_myid	0x00081e55	1
_myoldfacing	0x00081e57	1
_myoldheading	0x00081e56	1
_myoldspeed	0x00081e62	1
_mytarget	0x0007cd90	1
_myxhome	0x00081e4c	1
_myxpos	0x00081e34	1
_myxpost	0x0007cece	1
_myyhome	0x00081e4d	1
_myypos	0x00081e35	1
_myypost	0x0007ced0	1
_myzpos	0x00081e36	1
_nbtns	0x0007ce54	1
_nedl_x	0x00065c20	1
_nedl_y	0x00065c40	1
_newPlObj	0x0007cd84	1
_newdbact	0x00081e5b	1
_nexpand_	0x0006012e	1
_nextSpellTime	0x0006668c	1
_nextstep	0x0006666c	1
_nfree_	0x0005e4ee	1
_nmalloc_	0x0005e48b	1
_nmsize_	0x0005fe71	1
_norm	0x00065a12	1
_notdone	0x0007ce64	1
_npals	0x00081e3c	1
_npc_assess	0x0007ce8e	1
_npc_scroll	0x00065d2a	1
_npp_func	0x0006660c	1
_nrealloc_	0x0005e407	1
_num_buf	0x0007ce4e	1
_num_timbre	0x00078d80	1
_nvokHgt	0x0007cec4	1
_nvokTerr	0x0007cea4	1
_oCollisions	0x0007de82	1
_objClass	0x00066650	1
_objMeta	0x0006664c	1
_objType	0x0006664e	1
_obj_inpage1	0x0006a6ab	1
_obj_tab	0x00069a23	1
_objbot	0x0007cdbc	1
_objdata	0x0007cdb4	1
_objptr	0x0007cdd4	1
_objptrs	0x00079c62	1
_objtop	0x0007cd78	1
_objxloc	0x0007ceda	1
_objyloc	0x0007cedc	1
_objzloc	0x0007cede	1
_offtab	0x00065d78	1
_oldPlayerInput	0x0006667c	1
_old_keyboard	0x00002606	1
_oldh	0x0007ceb2	1
_olds	0x0007ce96	1
_opcode_text	0x00065de0	1
_ourX	0x00081e65	1
_ourY	0x00081e64	1
_out	0x00081e72	1
_pFPS	0x0007dc8e	1
_pQatt	0x000657ce	1
_pTurn	0x0007ceae	1
_pTxtId	0x0007ce2a	1
_pan_dir	0x0007c0ae	1
_pan_dx	0x00065eb8	1
_pan_dy	0x00065ec0	1
_pan_step	0x0007c0b4	1
_panel_dispatch	0x00065c88	1
_panelbuf	0x000826d4	1
_pathlen	0x00081e59	1
_paths	0x0007f898	1
_pathsq	0x0007cee4	1
_pbuf	0x00065c60	1
_pending	0x00078d82	1
_pg_hnd	0x0006a6b0	1
_pg_seg	0x0006a6ac	1
_pget1	0x000659c4	1
_pget2	0x000659c7	1
_pipeexp	0x0007ce5e	1
_pix_per_frame	0x0007ce1c	1
_pixels	0x000976fe	1
_play_pow	0x000795d6	1
_player	0x0007ccf8	1
_playerMod	0x0007cd48	1
_player_disp	0x000657ec	1
_player_name_handle	0x0007cd00	1
_player_weapon	0x000795d7	1
_playerdat	0x0007ccf4	1
_plyMoType	0x00066610	1
_plyNotice	0x0006632d	1
_plyregen	0x000662e4	1
_pmouseHandled	0x00066674	1
_pn_act	0x00078b10	1
_power	0x000795db	1
_prelblnum	0x000826c4	1
_protect	0x000666cc	1
_ptnuminq	0x0007ce84	1
_qdec	0x0007cd50	1
_quad	0x00081e41	1
_quad_mod	0x00065990	1
_qudecode	0x000659a0	1
_quick_time	0x000795f7	1
_quit_buttongroup	0x00063510	1
_realDScheck	0x0006661d	1
_real_exit	0x000025ed	1
_real_initialize	0x000025ce	1
_rect_cols	0x00065a34	1
_rect_sub	0x00065ad4	1
_refs	0x000826a4	1
_refugees	0x00079a10	1
_releasePtr	0x0007cdc8	1
_releaseable	0x0006661e	1
_res_to_terr	0x00065820	1
_rfac	0x0007cebe	1
_rmask	0x00065f4c	1
_rnum	0x0007ce18	1
_rorEffect	0x00065b9c	1
_rune_x	0x00065c7c	1
_running_away	0x000665f0	1
_rv1	0x00097796	1
_rv2	0x0009779a	1
_s_an_adventurer	0x000662b0	1
_s_cursed	0x000662a7	1
_s_magical	0x00066298	1
_s_no	0x00066311	1
_s_relk	0x000662b7	1
_s_yes	0x0006630c	1
_save_or_rest	0x000662e8	1
_save_rest	0x0007ce8c	1
_sbmsegoff	0x0006c000	1
_screen0	0x0007c090	1
_screen1	0x0007c08c	1
_scrgr_fpage	0x0006a6aa	1
_scrmode	0x0007ce30	1
_scrnum	0x0007ce1a	1
_scroll	0x0007cda4	1
_scroll_esc	0x0006669c	1
_scroll_mode	0x00066696	1
_sd_xmod	0x0007cea8	1
_sd_ymod	0x0007ceaa	1
_seq_len	0x00078c2e	1
_seq_lframe	0x00078c2c	1
_seqptr	0x00078c24	1
_set_errno_	0x00060500	1
_setting	0x00079d85	1
_sfxDriver	0x00063628	1
_shift	0x0000268a	1
_shutdown	0x000025f7	1
_sknow	0x0007bf18	1
_sliEffect	0x00065b8c	1
_slidEfflen	0x00065b7a	1
_smooth_base	0x0007645a	1
_smooth_div	0x00076458	1
_smooth_lowpass	0x0007645c	1
_sortdata	0x00079920	1
_sortlist	0x000798d2	1
_sound_fpage	0x00081e4e	1
_spec_col	0x00065d55	1
_specweap	0x000795be	1
_speech_buffer	0x00000400	1
_speechok	0x00063631	1
_spellMshandle	0x0007ce74	1
_spell_delay	0x00066631	1
_spell_x	0x00065c82	1
_spells	0x00066456	1
_spew_abunch	0x0006660a	1
_sphdriver	0x00063654	1
_splitpath_	0x0005e9b9	1
_splity	0x00065eb6	1
_spsave	0x0006658c	1
_sqmod	0x00081e5c	1
_start_line	0x00066698	1
_start_pal	0x0007cfe6	1
_state_table	0x00078d74	1
_stay_centered	0x0006581f	1
_stdat	0x000826d4	1
_str_buff	0x0007ad9c	1
_str_file	0x00079d90	1
_strtime	0x0007cdf0	1
_super_block	0x0007ce44	1
_swishing	0x00065c1e	1
_tCacheOK	0x00081e53	1
_tabtype	0x00066600	1
_talking_to	0x0007ce08	1
_targx	0x000795c4	1
_targy	0x000795c2	1
_task_data1	0x0007c158	1
_task_data2	0x0007c138	1
_task_flags	0x0007c0d8	1
_task_period	0x0007c178	1
_task_pointer_data	0x0007c0f8	1
_task_residue	0x0007c1d8	1
_task_sofar	0x0007c1f8	1
_task_total	0x0007c0b8	1
_tasks	0x0007c198	1
_tdistsqr	0x0007ce52	1
_tdisttsqr	0x0007cd80	1
_tdx	0x0007cee2	1
_tdy	0x0007cee0	1
_thgt	0x000659ca	1
_tile_to_five	0x00065951	1
_tile_walls	0x00066598	1
_timbre_cached	0x0006366c	1
_timercount	0x00081e3b	1
_timerlist	0x0007da8e	1
_timezone	0x0007896c	1
_tmap_fpage	0x0006a6a9	1
_tmap_inpage	0x0006a6a8	1
_tmapson	0x0006665e	1
_tmpcnt	0x0007ce6c	1
_tmpoffs	0x0007cda0	1
_tmptr	0x0007cde0	1
_towhere	0x000795d2	1
_tp_act	0x00078b14	1
_trans	0x0007ce0c	1
_trans_grid	0x00065890	1
_trans_pos_x	0x00065b38	1
_transparency_color	0x0009770b	1
_trap_teleport_data	0x00066690	1
_tremEfflen	0x00065b79	1
_tsteps	0x00065b7b	1
_txpos	0x00081e37	1
_txpost	0x0007ced2	1
_typehit	0x000665fe	1
_typos	0x00081e38	1
_typost	0x0007ced4	1
_tzname	0x000789b6	1
_tzpos	0x00081e39	1
_u	0x000979be	1
_u_mod	0x000976f6	1
_u_size	0x00097702	1
_uleft	0x0009772a	1
_uncmp_pal	0x00076ee4	1
_unhilit_pics	0x000662f6	1
_update_vscreen	0x0007c21b	1
_uright	0x00097736	1
_using_altaras_dagger	0x000795dc	1
_using_bow	0x00065800	1
_v	0x000979c2	1
_v_l0	0x000976ca	1
_v_l1	0x000976ce	1
_v_mod	0x000976fa	1
_v_size	0x00097704	1
_v_u0	0x000976ba	1
_v_u1	0x000976be	1
_v_v0	0x000976c2	1
_v_v1	0x000976c6	1
_v_w0	0x000976d2	1
_v_w1	0x000976d6	1
_v_y0	0x000976b2	1
_v_y1	0x000976b6	1
_vbi_interupt	0x0005177e	1
_vbi_mouse	0x0005146a	1
_vbi_timer	0x00068744	1
_vcount	0x00076498	1
_vertices	0x00076494	1
_vfx	0x0007c0ac	1
_vfy	0x0007c0aa	1
_victim	0x00078c28	1
_videoDriver	0x000666bc	1
_vleft	0x0009772e	1
_voff	0x0007c0b6	1
_vort_rad	0x0007ce9e	1
_vort_theta	0x0007ce92	1
_vort_timer	0x0007ce6a	1
_vort_x	0x00081e4b	1
_vort_y	0x00081e4a	1
_vp0	0x000666c0	1
_vp1	0x000666c4	1
_vp2	0x000666c8	1
_vright	0x0009773a	1
_w	0x000979c6	1
_wallmodtab	0x000659e8	1
_water_eff	0x0006667e	1
_watertime	0x00066670	1
_wbuf	0x00065c68	1
_weap_frame	0x00065bda	1
_weap_offs	0x00079cdc	1
_weap_x	0x00079d5d	1
_weap_y	0x00079d3e	1
_weapid	0x00065bd6	1
_wfo	0x00065bde	1
_wframe	0x00079d1c	1
_which_buffer	0x00078fa4	1
_wleft	0x0009773e	1
_wlstate	0x00065bd8	1
_work_inuse	0x00066694	1
_wright	0x00097742	1
_wsize	0x000795ce	1
_wxo	0x00065bdc	1
_x	0x000979d2	1
_x0_my_floor	0x000979d6	1
_x1_my_floor	0x000979da	1
_xhgt	0x0007cec6	1
_xleft	0x00097726	1
_xright	0x00097732	1
_xwid	0x0007ce1e	1
_y	0x00097722	1
_yleft	0x000976e2	1
_yright	0x000976e6	1
aExit_	0x000515a9	1
aShutdown_	0x0005174f	1
aStart_	0x00051564	1
abort_due_to_kfix_div_ovf	0x0009770a	1
abs_	0x0005fd4c	1
ac_setup_lzw_	0x000468e0	1
ac_shrink_disk_	0x0004694c	1
ac_suck_data_	0x00023e6c	1
ac_unshrink_disk_	0x00046900	1
accept_flag	0x00076451	1
acceptable_danger_	0x00009228	1
access_	0x0005f05a	1
active_critter_	0x00016b28	1
active_spells_	0x000209f8	1
add_animobj_	0x000230e0	1
add_gamma_	0x00043a6c	1
add_rune_	0x0003a7d0	1
add_to_	0x00026948	1
add_to_beeline_path_	0x00004ec0	1
add_to_npc_inv_	0x00028838	1
add_to_skill_	0x00046b0c	1
adjust_compass_	0x0002001c	1
adjust_eyes_	0x000201e8	1
adjust_flasks_	0x0001fcb8	1
adjust_height_	0x00005ce4	1
adjust_panel_	0x00020190	1
adjust_power_	0x000200a8	1
adjust_weapon_	0x00020614	1
adr_chrpic_	0x0002c370	1
adr_const_	0x00038e5c	1
adr_convpic_	0x0002c9e0	1
adr_opbtn_	0x00044a80	1
adr_weapon_	0x000202dc	1
adrnew_ems_	0x00038d10	1
adrnew_vram_	0x00038e54	1
adrold_ems_	0x00038d58	1
advance_	0x00046aa0	1
allocSaveObj_	0x0003a4a0	1
alt0	0x000026b7	1
alt1	0x000026ba	1
analog_color	0x00077d6c	1
angles_2_matrix	0x0005bbe1	1
animobj_class_data_	0x00023be0	1
animobj_load_	0x00023bc0	1
ank_input_	0x000506e8	1
anm_cycle_	0x00030644	1
anm_sound_	0x00030e90	1
anm_sound_callback_	0x00030e88	1
anti_magic_p_	0x000484a8	1
arc_read_tables_	0x00023bfc	1
arc_write_tables_	0x00023cac	1
arena_opponent_runs_	0x0002fae4	1
arena_player_runs_	0x00036508	1
armor_val_	0x00043634	1
arrow2	0x000720d4	1
asc	0x000687b0	1
asm_texture_map_from_draw_poly	0x00057739	1
aspect	0x00077d46	1
aspectx	0x00076282	1
aspecty	0x00076284	1
aspectz	0x00076286	1
assess_value_	0x0002a5e0	1
atan2	0x000589f2	1
atoi_	0x0005fd07	1
attach_eye_	0x00044848	1
automap_area_	0x000248f0	1
automap_scr_	0x00025d90	1
bab_free_	0x00026154	1
bab_fun_	0x00027ac4	1
bab_get_globals_	0x000263ac	1
bab_malloc_	0x000260d4	1
bab_put_globals_	0x00026458	1
bab_realloc_	0x000261e0	1
bab_var_	0x00027b08	1
bab_var_clear_	0x00027c04	1
bab_var_out_	0x00027b94	1
babl_hack_	0x00027d2c	1
babl_run_	0x00026ecc	1
babl_setmem_	0x00027a9c	1
back	0x00099f70	1
back_to_space_	0x00018d78	1
backfire_	0x00048934	1
background_color	0x00077d35	1
barrel	0x0006ee62	1
barter_init_	0x000290d8	1
beam	0x00071d32	1
bed	0x0006d5b2	1
beeline_	0x00004884	1
bench	0x00070118	1
better_mouse_release_	0x0003f670	1
biasx	0x00076274	1
biasy	0x00076278	1
big_speech_play_	0x0002ffc0	1
bios_caller	0x0000ff60	1
bit_mask	0x000974e2	1
black_gem_rotate_	0x00035e70	1
black_gem_trip_	0x00035d00	1
blit_panel_to_main_	0x0003fe64	1
bltfromdrive_	0x0004f4b4	1
blttodrive_	0x0004f460	1
bm_number_0	0x0006c010	1
bm_number_6	0x0006c04c	1
bmap_blk_ptr	0x00082138	1
bmapseg0	0x0008a43a	1
bmcolor	0x00082133	1
bottom	0x00099c3c	1
bounce_obj_	0x000171bc	1
bounce_that_guy_	0x000192dc	1
box	0x0005d698	1
box_	0x0005cb7d	1
box_si	0x0005d68d	1
browse_chain_	0x0002adc0	1
browse_hide_	0x0002adc0	1
browse_redisplay_	0x0002adc0	1
browse_show_	0x0002adc0	1
buf_ptr	0x00097b72	1
build_corpse_	0x000029e0	1
build_grid_	0x0001b1fc	1
build_lptab_	0x0003046c	1
build_new_obj_	0x00048a04	1
build_sort_	0x0001dbb0	1
build_xor_table_	0x0004f500	1
busywaiting_new_options_	0x0003f6d8	1
button	0x000689e0	1
bwidth	0x00097b3e	1
bye	0x000515a9	1
byte_compiler	0x00051eef	1
bytefont	0x00097cca	1
bytefont_info_ends_here	0x00098d4a	1
cAtan2_	0x000538c5	1
cDimFB_	0x00052cbf	1
cFBtoScreen_	0x00052d45	1
cFillFB_	0x000537d5	1
cFrmtoRaw_	0x000538ed	1
cFstSinCos_	0x0005389d	1
cInit3d_	0x0005387c	1
cLiteFB_	0x00052ce7	1
cPlaceFB_	0x000537df	1
cRender_	0x000537fa	1
cSinCos_	0x000538af	1
cSqRt_	0x000538d5	1
cZoom_	0x000537c8	1
c_x	0x0009752c	1
c_y	0x0009752e	1
c_z	0x00097530	1
cache_timbre_header_	0x0000dd38	1
call_driver	0x0000fe2e	1
call_out_the_guards_	0x000344a0	1
call_real	0x0005168c	1
calloc_	0x0005fcd9	1
camera_vehicle	0x00097b98	1
cameras_fade_	0x00038a18	1
can_daku_	0x000505d0	1
can_place_	0x00015e14	1
caps	0x000026bc	1
cast_	0x000484b8	1
cast_trap_spell_	0x0004e4d8	1
cdist	0x0006c168	1
chair	0x0006f99e	1
changeDoor_	0x00041588	1
change_GrSq_	0x0000add8	1
change_critter_goal_	0x0002e930	1
change_music_maybe_	0x0000f36c	1
change_or_inc_seq_	0x00005ef8	1
change_screen_	0x00036fe0	1
change_sprite_	0x0000f955	1
change_terrain_	0x00033210	1
change_weapon_playerbest_	0x00035448	1
char_prop	0x0005ce5a	1
charge_object_	0x0004a4dc	1
chargeable_	0x0004a3d4	1
chdir_	0x0005f03d	1
checkLock_	0x00021cb8	1
checkMouse_	0x0000c1e8	1
checkSpell_	0x00021e78	1
checkTrap_	0x00021f44	1
check_Guardian_magic_marker_	0x0004b74c	1
check_alert_	0x0004e7e0	1
check_ammo_	0x000118b0	1
check_arc_	0x000246d0	1
check_around_	0x00013144	1
check_dirs_	0x0004f3a4	1
check_door_	0x00023990	1
check_fds_	0x0004f3d0	1
check_flat	0x00053ef8	1
check_for_hostile_creature_	0x0002ef28	1
check_for_sunken_moongate_	0x0004efac	1
check_fraznium_	0x000355ac	1
check_homing_	0x00002d64	1
check_inv_quality_	0x0002de8c	1
check_out_player_	0x000077c4	1
check_physics_	0x0001e8b0	1
check_positions_	0x00019e60	1
check_pplate_	0x0004e9d8	1
check_res_	0x000129b8	1
check_rest_	0x000403e4	1
check_sat_	0x000030b4	1
check_save_	0x000403b0	1
check_weight_	0x00016d60	1
chest	0x0006f2f8	1
chg_plyp_	0x00044a58	1
chg_plys_	0x00044a00	1
chkTenacious_	0x00016448	1
clear_all_loretries_	0x000349a4	1
clear_dir_	0x00045ac4	1
clear_dynamics_	0x000212d4	1
clear_fbuf	0x00052c3c	1
clear_fight_state_	0x00011c84	1
clear_gamedisp_	0x000403a4	1
clear_gameinp_	0x00040324	1
clear_loretry_	0x00034938	1
clear_objsort_	0x0001deac	1
clear_owner_	0x0002f8c4	1
clear_paths_	0x0002f650	1
clear_runes_	0x0003a814	1
clear_shelf_	0x0003a8d0	1
clear_window	0x0005d77c	1
clear_window_	0x0005cb69	1
clearobj_	0x00036fc4	1
cline	0x0005d48b	1
cline_	0x0005cb9d	1
cline_si	0x0005d47c	1
clip_bot	0x0005ae2d	1
clip_circle_	0x00049c54	1
clip_left	0x0005b12a	1
clip_needed	0x000594ef	1
clip_overflow	0x0005ac39	1
clip_rect	0x0005d713	1
clip_right	0x0005afaf	1
clip_top	0x0005acb6	1
clip_vertex_x_neg_z	0x000581d0	1
clip_vertex_x_z	0x000582c4	1
clip_vertex_y_neg_z	0x00058248	1
clip_vertex_y_z	0x0005833a	1
close_	0x0005f008	1
close_arc_	0x00023fa0	1
close_to_square_	0x000051c4	1
code_pnt	0x00054843	1
codes_and	0x00076263	1
codes_or	0x00076262	1
colorScreen	0x0005181d	1
color_a_b	0x0006388e	1
color_pixel_xfer	0x00051ec1	1
compress_	0x0004fc80	1
compute_hitangle_	0x00011770	1
compute_lighting_value	0x000578d2	1
compute_min_max_y	0x00056942	1
compute_square_root_32	0x0005792f	1
compute_trz_or_try_rather_	0x00007f1c	1
concave	0x0005dc64	1
concave_shclip	0x0005d83f	1
confirm_menu_	0x00050c38	1
congratulations_	0x000472c8	1
constrain_movement_	0x00007c9c	1
conv_anmpal_	0x0003060c	1
conv_check_inv_	0x0002d82c	1
conv_comobj_	0x000029b8	1
conv_find_inv_	0x0002dc98	1
conv_give_inv_	0x0002da5c	1
conv_inv_create_	0x0002dcd8	1
conv_inv_delete_	0x0002dc88	1
conv_inv_name_	0x0002dce8	1
conv_inv_special_	0x00029558	1
conv_play_menu_	0x0002d538	1
conv_print_	0x0002d6fc	1
conv_take_inv_	0x0002dcb8	1
conv_take_inv_id_	0x0002dcc8	1
converse_event_loop_	0x0002d0f8	1
convert_string_	0x00026994	1
copy_dir_	0x00045c24	1
copy_file_	0x00045b30	1
copy_hidden_to_visible_	0x0005d5c8	1
copy_ofs	0x00081eb0	1
copy_rectangle_	0x0003fde4	1
copy_uvline	0x0005dbdc	1
copy_visible_to_hidden_	0x0005d590	1
copy_ylr	0x0005db6c	1
copyfiles_	0x000510b8	1
count	0x00099f64	1
count_arc_	0x00024734	1
count_inv_	0x0002de48	1
count_list_	0x00016f18	1
courtyard_hacking_	0x00034c74	1
cpgFname	0x00068a14	1
creat_spell_	0x0004ab08	1
create_matrix	0x0005bab0	1
create_player_	0x0002c6d8	1
create_sprite_	0x0000f8c4	1
creature_class_data_	0x0002e094	1
creature_init_	0x0002e074	1
creature_obj_init_	0x0002e0dc	1
crit_attack_	0x00006924	1
crit_avoid_player_	0x00007554	1
crit_defense_	0x000070c8	1
crit_die_	0x000093c4	1
crit_drunkwalk_	0x00005fb4	1
crit_flee_	0x000071c8	1
crit_guard_	0x000064fc	1
crit_head_for_loc_	0x00005608	1
crit_hndlr_fly_	0x000036f8	1
crit_hndlr_obj_	0x000036f4	1
crit_hndlr_swim_	0x0000375c	1
crit_hndlr_walk_	0x00003514	1
crit_hover_	0x00007898	1
crit_magik_attack_	0x00006e64	1
crit_mill_	0x0000641c	1
crit_missile_attack_	0x00006fd0	1
crit_offense_	0x000066d8	1
crit_offense_find_target_	0x00006c3c	1
crit_talk_	0x00007660	1
critter_ai_	0x00008174	1
critter_attack_	0x00012368	1
critter_discard_goal_	0x0000930c	1
critter_fire_	0x00014274	1
critter_get_told_	0x0002f68c	1
critter_mv_	0x0000895c	1
critter_set_goal_	0x00009298	1
crystal_ball_	0x00044930	1
cs_check_	0x00047b3c	1
ctdn	0x00097546	1
ctrl0	0x000026b8	1
ctrl1	0x000026bb	1
current_view	0x00076dc2	1
cutoff_cutscene_speech_	0x00030404	1
cuts_do_fadein_	0x000307bc	1
cuts_do_fadeout_	0x00030818	1
cuts_draw_text_	0x0003102c	1
cuts_init_info_	0x00030ec4	1
cuts_make_fname_	0x00030f40	1
cuts_perform_fadein_	0x000306e8	1
cuts_perform_fadeout_	0x00030768	1
cuts_process_anm_	0x00031904	1
cuts_process_lp_	0x00031514	1
cuts_process_opcodes_	0x00031180	1
cuts_run_pause_	0x00031110	1
cutsop_clang_	0x00030994	1
cutsop_data_	0x00030a68	1
cutsop_end_	0x00030a30	1
cutsop_erase_	0x0003098c	1
cutsop_fadein_	0x00030b84	1
cutsop_fadeout_	0x00030b54	1
cutsop_focus_	0x00030dfc	1
cutsop_func_	0x00030998	1
cutsop_jump_	0x00030bb4	1
cutsop_lback_	0x00030e34	1
cutsop_loop_	0x00030a3c	1
cutsop_music_	0x000308b8	1
cutsop_next_	0x00030a28	1
cutsop_palfade_	0x00030c5c	1
cutsop_palrange_	0x00030c00	1
cutsop_palset_	0x00030d10	1
cutsop_palsimplefade_	0x00030d18	1
cutsop_pan_	0x00030e4c	1
cutsop_pause_	0x000309a0	1
cutsop_punt_	0x00030be4	1
cutsop_say_	0x00030af0	1
cutsop_skip_	0x000309f8	1
cutsop_splity_	0x00030898	1
cutsop_test_	0x000306e0	1
cutsop_txt_	0x000308d4	1
cutsop_vscreen_	0x00030da4	1
cutsop_wait_	0x000309c4	1
cutsop_wait_for_sound_	0x000306b4	1
cycle_colors_	0x00010724	1
cycle_floor_	0x000350f0	1
damage_critter_	0x00009470	1
damage_item_	0x00012a44	1
damage_object_	0x00012ab8	1
damage_square_	0x00049f00	1
data_fopen_	0x0004f6c4	1
data_ptr	0x00063aa4	1
dbase_base	0x00076264	1
dbase_data	0x0006c178	1
dbase_entry	0x00072650	1
deal_with_button_	0x0003fc64	1
deal_with_icons_	0x00013c7c	1
death_check_	0x00033c50	1
debris_type_	0x00012968	1
debug_write_color	0x00076461	1
