name	offset	segment
decode_ark_	0x00023dfc	1
decode_obj_spell_	0x000220b4	1
decompress_	0x0004feb7	1
decvec_	0x0001a6fc	1
default_16_palette	0x00077d6e	1
default_zoom	0x00007ed2	0
defineMouseRegion_	0x0000bf9c	1
delete_trap_	0x0004de40	1
delta_x	0x00097514	1
delta_y	0x00097518	1
delta_z	0x0009751c	1
deltatotheta_	0x000054c0	1
demous_player_	0x000444d0	1
desired_height	0x0006b760	1
desired_width	0x0006b762	1
desired_x	0x0006b75c	1
desired_y	0x0006b75e	1
destroy_bridge_	0x0004ef04	1
destroy_floatskull_	0x00035860	1
destroy_sprite_	0x0000f929	1
detail_group_fun_	0x0003fb30	1
detail_set_opt_	0x0003f968	1
detail_setting_message_	0x0003fb54	1
dframe	0x00071b22	1
did_draw	0x000768f0	1
digi_fx_play_	0x0000cfc4	1
dir_exist_	0x0004f380	1
disk_to_vid_	0x00045f78	1
dispatch_key_	0x0000b5fc	1
dispel_spell_	0x0003ee28	1
displayEnc_	0x0003d130	1
displayInventoryArray_	0x0003cf84	1
display_bytes	0x00077d3a	1
display_scr_	0x00012c20	1
display_screen_	0x00045f38	1
dith_ok	0x00052f3d	1
dith_vsy_done	0x00052f68	1
dither_4x4	0x00063ed0	1
divide_overflow_handler	0x000576b5	1
do_2dbounce_	0x00019264	1
do_2dclip_	0x0001b2b0	1
do_3d_clip	0x0005ac3d	1
do_3d_grab_	0x0001a2d4	1
do_3d_pickup_	0x0001b5ec	1
do_3d_view_	0x00037394	1
do_addres	0x0005a68d	1
do_animate_b	0x00059a2c	1
do_animate_h	0x00059a33	1
do_animate_p	0x00059a25	1
do_animobj_	0x000231bc	1
do_asmcal	0x00059649	1
do_attack_	0x000117cc	1
do_babl_teleport_	0x00028310	1
do_backward_	0x00050464	1
do_bcompact_map	0x0005317c	1
do_bcompact_tmap	0x0005318d	1
do_bcompact_wtmap	0x00053199	1
do_cavesurf	0x0005a292	1
do_change_grokking_	0x00033510	1
do_changes_	0x0000b694	1
do_closure	0x0005944a	1
do_cntres	0x000590b9	1
do_compact_map	0x000530c5	1
do_compact_tmap	0x000530d7	1
do_compact_wtmap	0x000530e3	1
do_crit_phys_	0x000037e0	1
do_ctxt_gmap	0x0005300c	1
do_ctxt_gtmap	0x00052ffa	1
do_damage_	0x00011208	1
do_decline_	0x0002a3fc	1
do_defdelta	0x0005a643	1
do_defres	0x0005901d	1
do_defresg	0x00059011	1
do_demand_	0x0002a150	1
do_door_	0x0001d444	1
do_dreamret_	0x00047dc4	1
do_eof	0x00058a33	1
do_escape_key_	0x0002cd54	1
do_fbuf_bms_	0x00020d40	1
do_fetchmap	0x000518b2	1
do_filanium_	0x00017eb4	1
do_filled_dither	0x00052f24	1
do_gem_	0x00047be4	1
do_goursurf	0x0005a1be	1
do_goursurfv	0x0005a1af	1
do_graffiti_	0x000351cc	1
do_gtmap	0x0005302b	1
do_gtri	0x0005301e	1
do_gwtmap	0x00053037	1
do_hull	0x000598e7	1
do_ibcall	0x0005a860	1
do_ibcall_ind	0x0005a852	1
do_ice_hack_	0x0004ecfc	1
do_ifge	0x0005967f	1
do_ifle	0x000596a5	1
do_ihcall	0x0005a769	1
do_ihcall_ind	0x0005a759	1
do_ijmp	0x0005a5f2	1
do_ijmp_i	0x0005a606	1
do_int2	0x00058a24	1
do_intro_scene_	0x00044ae4	1
do_ipcall	0x0005a957	1
do_ipcall_ind	0x0005a949	1
do_jnorm	0x0005abde	1
do_jnorm_x0	0x0005aa9d	1
do_jnorm_xy0	0x0005abb7	1
do_jnorm_xz0	0x0005ab90	1
do_jnorm_y0	0x0005aae1	1
do_jnorm_yz0	0x0005ab69	1
do_jnorm_z0	0x0005ab25	1
do_journey_	0x0004530c	1
do_judgement_	0x0002a404	1
do_keyarray_input_	0x0000be68	1
do_keyboard_input_	0x0000bed4	1
do_level_hacks_	0x00045d70	1
do_lnres	0x00058a8a	1
do_main_scroll_	0x0002254c	1
do_math_op_	0x0004c670	1
do_migrations_	0x00046198	1
do_minimulti	0x00058f41	1
do_minires	0x00059053	1
do_miss_	0x00011658	1
do_mods_	0x0003d4e4	1
do_mouse_input_	0x0000be10	1
do_mouseq	0x00051c45	1
do_move_odata	0x00058eca	1
do_movec	0x00058e8b	1
do_movei	0x00058e5f	1
do_movel	0x00053926	1
do_movem	0x00058ea7	1
do_movex	0x0005390f	1
do_movres	0x00059bc0	1
do_mstone_	0x00047e1c	1
do_multires	0x00058eea	1
do_musicsound_opt_	0x0003faa0	1
do_npc_scroll_	0x00022568	1
do_obj	0x0005c0d3	1
do_obj_	0x0001c600	1
do_objhit_	0x000173a4	1
do_objsort_	0x0001dedc	1
do_of_	0x0003d5b0	1
do_offer_	0x00029fa4	1
do_option_shortcut_	0x0000b8d4	1
do_org	0x00059887	1
do_pan_	0x00030830	1
do_panel_frame_	0x00020c2c	1
do_parapiped	0x0005b2ab	1
do_partition_	0x0001dbc8	1
do_physics_	0x00018564	1
do_play_scroll_	0x00022584	1
do_player_input_	0x0000aab8	1
do_player_keyboard_	0x0001e6a4	1
do_pntres	0x00058a34	1
do_polyres	0x000593f0	1
do_popc	0x0005aa6f	1
do_pushc	0x0005aa46	1
do_putpat	0x0005a316	1
do_qbert_	0x00035f20	1
do_rect_	0x0001cbd8	1
do_repair_	0x00034698	1
do_rod	0x000590f3	1
do_rorg	0x0005a616	1
do_saverest_opt_	0x0003fa20	1
do_scalebm	0x0005338b	1
do_set_gmap_ctxt	0x00052fd8	1
do_set_tmctxt	0x00052fb8	1
do_setbmcol	0x00051c30	1
do_setcolor	0x0005a174	1
do_setcolv	0x0005a19c	1
do_setpat	0x0005a2b3	1
do_setshade	0x00058f99	1
do_settings_	0x0000f5e4	1
do_settmobj	0x000518f5	1
do_sfcal	0x00059659	1
do_sfx_	0x00033b5c	1
do_sortnorm	0x00059756	1
do_sortnorm_x0	0x000597df	1
do_sortnorm_y0	0x00059815	1
do_sortnorm_z0	0x0005984e	1
do_sortvar	0x000596cb	1
do_spell_	0x00048550	1
do_strres	0x00059082	1
do_subres	0x0005a6f3	1
do_teleport_	0x00032d08	1
do_that_jump_kinda_thing_	0x00005344	1
do_tmap	0x0005324f	1
do_tmap_tri	0x00053232	1
do_trans_dither	0x00052f6d	1
do_transsurf	0x0005a23c	1
do_trap_hack_	0x0004dfc8	1
do_update_	0x0003147c	1
do_usepat	0x0005a49e	1
do_uwcolv	0x00051c5c	1
do_uwcrit	0x000519bb	1
do_uwobj	0x00051942	1
do_uwsetup	0x0005552d	1
do_uwshade	0x00058fc5	1
do_uwsurf	0x0005a1f0	1
do_vexsurf	0x0005a271	1
do_weapload_	0x00020354	1
do_wtmap	0x00053243	1
do_x_rel	0x00059c79	1
do_xy_rel	0x00059ea4	1
do_xz_rel	0x00059dfe	1
do_y_rel	0x000599a9	1
do_yz_rel	0x00059f4a	1
do_z_rel	0x00059d82	1
do_zbounce_	0x00019350	1
does_npc_like_	0x0002ac5c	1
done_clipping_here	0x0005b2ab	1
donothing_opt_	0x0003f950	1
dont_create_wandering_monster_here_	0x0004e7b0	1
door	0x00070534	1
door_part_	0x0001dd1c	1
draw3dMouse_	0x0000c800	1
drawMouse_	0x0000c798	1
draw_button_	0x0003fd98	1
draw_conv_edges_	0x00022610	1
draw_edges_	0x000225a0	1
draw_into_buffer_	0x00031474	1
draw_mask_	0x0000f9b9	1
draw_poly_buf_ptr	0x00059465	1
draw_rsd_	0x00031304	1
draw_scroll_	0x00022cb8	1
draw_solid_tmap	0x00053304	1
draw_sprite_	0x0000f98f	1
draw_start_buttons_	0x00044b1c	1
draw_ylrpp	0x0005ca90	1
draw_ylrpp_x	0x0005ca9b	1
drawopt_	0x0002b3e4	1
dream_	0x00047338	1
driver_view	0x00076d98	1
drop_around_place_	0x000161a8	1
drop_drunk_player_	0x0004748c	1
drop_link_chain_	0x0004bdd4	1
drop_some_objects_	0x0004bfa8	1
dropshadow_color	0x00077d30	1
duration_check_	0x0003ef84	1
dx1	0x000974fc	1
dx2	0x00097508	1
dy1	0x00097500	1
dy2	0x0009750c	1
dz1	0x00097504	1
dz2	0x00097510	1
editchng_	0x0000b728	1
editexit_	0x00036fb8	1
ega	0x00077d38	1
eight_pos_switch_	0x00033a2c	1
eligible_castle_monster_	0x0004ef80	1
enc_n_chk_	0x0001a728	1
end_barter_	0x00029314	1
end_draw	0x000587a5	1
end_points_ptr	0x00097b3a	1
end_wmapbm	0x00055aff	1
eof_	0x0005efd5	1
erase_kmode_	0x000422dc	1
erase_sprite_	0x0000f9e3	1
errmsg_	0x0004f364	1
error_code_	0x0003807c	1
errorexit	0x0005159a	1
establish_view_	0x0001a398	1
ev_attitude_	0x00037eec	1
ev_change_goal_	0x000376f8	1
ev_checkvar_	0x00037f24	1
ev_donothing_	0x000376e0	1
ev_door_hack_	0x00037ea0	1
ev_freeze_hack_	0x00037e14	1
ev_garg_hack_	0x00037c94	1
ev_gotha_hack_	0x00037c0c	1
ev_hack_	0x00037eb0	1
ev_kill_	0x000379f4	1
ev_nystul_hack_	0x00037b5c	1
ev_remove_	0x00037a2c	1
ev_set_qbit_	0x00037a64	1
ev_soldier_hack_	0x00037dd8	1
ev_teleport_	0x00037944	1
ev_trapvar_	0x00037fd0	1
ev_trigger_	0x00037ab0	1
even_color	0x00077d60	1
exit	0x000515a9	1
exit_	0x0005fdd4	1
exp_4run	0x0005c37f	1
exp_4str	0x0005c2a8	1
exp_5run	0x0005c3c7	1
exp_8run	0x0005c45b	1
exp_8str	0x0005c288	1
explode_arc_	0x00024730	1
exploding	0x000768a6	1
fadein3d_	0x000389cc	1
fadein_	0x00038818	1
fadeout3d_	0x000389b0	1
fadeout_	0x00038728	1
fail_spell_	0x0003ac44	1
fake_fb_solid_ylr	0x00052d83	1
fast_asin	0x00058974	1
fast_sincos	0x000587eb	1
fbcopy_vylrpp	0x00052df1	1
fbh	0x0006bc89	1
fbshow	0x0005e159	1
fbshow_	0x0005cc10	1
fbuf_draw_ylrpp	0x00052c59	1
fbuf_draw_ylrpp_x	0x00052c8d	1
fbuf_extra_line	0x000890a8	1
fbuf_save_vylr	0x00052dbb	1
fbuf_setcolor	0x00052e2e	1
fbuf_setcolor_	0x0005cc64	1
fbufstart_x	0x0006bc75	1
fbufstart_y	0x0006bc79	1
fbufytab	0x0006bc91	1
fbw	0x0006bc85	1
fbx	0x0006bc7d	1
fby	0x0006bc81	1
fclose_	0x0005fc39	1
fcloseall_	0x00061cec	1
fflush_	0x00061199	1
fgetc_	0x00061076	1
fgets_	0x0005fbdd	1
file_group_fun_	0x0003fbc0	1
filelength_	0x0005ef91	1
fill_FB_	0x000389e8	1
fill_fbuf	0x00052c3e	1
fill_the_grid_	0x0001b04c	1
fill_type	0x00063678	1
filter_	0x000330ec	1
fin_attack_	0x00011c4c	1
find_TK_wand_check_	0x000366f0	1
find_and_gronk_force_field_	0x00035848	1
find_anim_	0x00023914	1
find_barter_	0x0002d898	1
find_barter_total_	0x0002d938	1
find_free_path_	0x00004ff0	1
find_good_x_and_y_	0x00032314	1
find_obj_	0x0003b1a8	1
find_proc	0x0000fdf8	1
find_wall_coll_	0x00010ab0	1
finish_player_	0x0001ea34	1
fire_trigger_at_	0x00035b70	1
fireball_effect_	0x00023560	1
first_punt_	0x00038128	1
fix_name_string_	0x000213dc	1
fizix_update_	0x0000ac88	1
flask_info_	0x0004011c	1
flat_bridge	0x00070454	1
flat_move_	0x00018e40	1
flat_rod	0x0005928e	1
flat_x_rel	0x00059beb	1
flat_xy_rel	0x0005a07e	1
flat_xz_rel	0x00059ff0	1
flat_y_rel	0x00059928	1
flat_yz_rel	0x0005a0f9	1
flat_z_rel	0x00059cf5	1
flip_bool_	0x0004f018	1
flip_switch_	0x00021c28	1
fliptime	0x0007690c	1
flog_list_	0x00016e84	1
flood_path_	0x0000430c	1
flushall_	0x00061864	1
font_height	0x000992ca	1
font_width_in_bytes	0x000992cc	1
font_width_in_pixels	0x000992ce	1
fopen_	0x0005fb9a	1
force_mouse_cursor_	0x0000c090	1
foreground_color	0x00077d34	1
forw	0x00099f6c	1
forward_up	0x00096540	1
foundfreepage	0x00051ac8	1
fputc_	0x00060f65	1
frame	0x0006ff9e	1
frame_buffer_end	0x0008917a	1
fread_	0x0005f897	1
free_	0x0005e4ee	1
free_browse_	0x0002adb4	1
free_converse_	0x0002cce0	1
free_critter_	0x00016b3c	1
free_cuts_ems_	0x00030468	1
free_demscr_	0x00037148	1
free_dfx_ems_	0x0000ce00	1
free_digi_stuff_	0x0000dacc	1
free_input_	0x0000b274	1
free_mem_	0x00022404	1
free_panelflip_	0x00020b84	1
free_s_mem_	0x0000f1c0	1
free_scrgr_	0x0001f998	1
free_sounds_	0x0000f290	1
free_speech_stuff_	0x0000f7b0	1
free_strings_	0x000210f4	1
free_timers_	0x0000f194	1
free_txtscr_	0x0004c3d0	1
free_world_	0x00036e94	1
freopen_	0x0005fbb5	1
frfract	0x000768a4	1
frmcnt	0x00096522	1
frp_check_	0x00010f98	1
fseek_	0x0005f71e	1
fstat_	0x0005eeb8	1
ftell_	0x0005f6eb	1
full_move_	0x000197e0	1
fwrite_	0x0005f560	1
fx_available_	0x0000e308	1
fx_is_on_	0x0000e2f0	1
fx_play_	0x0000ece8	1
game_group_fun_	0x0003fb28	1
game_sprint_	0x0002141c	1
game_stats_	0x00046dc0	1
game_strings_3_	0x0002142c	1
gametime_	0x00051814	1
gate	0x0007200e	1
gem	0x0006ddb4	1
gen_char_	0x0002be6c	1
generate_equipment_	0x0004c270	1
generate_food_	0x0004c108	1
generate_inventory_	0x0004c350	1
generate_treasure_	0x0004bfc8	1
generate_weapons_	0x0004c164	1
genocide_	0x000359bc	1
getPlayerInvCopy_	0x0003a628	1
getSaveObj_	0x0003a4c0	1
get_animlen_	0x00023960	1
get_arc_	0x00024600	1
get_buttonreg_button_	0x0003fcf0	1
get_class_data_	0x0003edf4	1
get_current_music_	0x0000e2d4	1
get_cuts_ems_	0x00030424	1
get_dist	0x0005c08d	1
get_eye_	0x0001f234	1
get_home_tile_	0x0001582c	1
get_hp_back_	0x000488a4	1
get_iconreg_button_	0x0000b794	1
get_input_	0x0000bf3c	1
get_left	0x00058790	1
get_name_	0x0002134c	1
get_numbered_variable_	0x0004c840	1
get_pals_	0x00038a74	1
get_pcoll_	0x00019a48	1
get_phys_data_	0x000175cc	1
get_quest_	0x00028954	1
get_rep_diff_	0x0003461c	1
get_right	0x00058790	1
get_save_descs_	0x0004564c	1
get_skill_	0x00046bcc	1
get_string_	0x00021100	1
get_terrain_	0x0000343c	1
get_theta_	0x0004f324	1
get_token_	0x00031260	1
get_ulong_	0x00023d80	1
get_wfr_	0x00020cfc	1
get_wleft	0x00055629	1
get_workspace_	0x00022474	1
get_wright	0x0005554c	1
getche_	0x00061845	1
getcwd_	0x0005ee2e	1
getenv_	0x00061d2d	1
getmem_	0x00027a88	1
getmem_addr_	0x00027a74	1
give_all_stuff_	0x0002ad58	1
give_ptr_npc_	0x0002db3c	1
global_floor_or_ceiling_flag	0x0007647d	1
global_vertical_scan_flag	0x0007647c	1
gmtime_	0x00061c6a	1
go_fish_	0x0003380c	1
go_into_dying_sequence_	0x00009378	1
go_vend_	0x000368dc	1
go_void_	0x00047efc	1
gobble_input_events_	0x00030fb0	1
going_in	0x00099f78	1
gouraud_base_col	0x0006bc74	1
gouraud_color_base	0x00097b6c	1
gr_entry_	0x000535bc	1
gr_freelab_	0x00053784	1
gr_getlab_	0x000536bc	1
gr_getpre_	0x0005369c	1
gr_putlab_	0x000536d4	1
gr_tostrt_	0x000535cc	1
grab_	0x0000f7b4	1
graceful_exit_	0x00036fac	1
grant_skill_advance_	0x00046cdc	1
grave	0x00071ef0	1
grdb_blank_	0x000534f0	1
grdb_elem_	0x0001bed0	1
grdb_size_	0x000535a4	1
grfx_clear_	0x00038624	1
grfx_close_	0x0003861c	1
grfx_init_	0x00038494	1
grfx_load_font_	0x00038584	1
grfx_palrange_	0x000386f4	1
grfx_quikfont_	0x000385e4	1
grfx_quikpal_	0x000386b0	1
grfx_setpal_	0x000386d0	1
grid_move_	0x00019954	1
gronk_all_critters_	0x00037620	1
gronk_area_	0x000496ac	1
gronk_critid_	0x00037680	1
gronk_door_	0x00028a58	1
gronk_gr_	0x00038ecc	1
gronk_race_	0x000375a4	1
gronk_whoami_	0x00049788	1
gronkify_attitude_	0x00037ec0	1
gronkify_change_goal_	0x000376e4	1
gronkify_find_	0x00036b5c	1
gronkify_garg_	0x00037c44	1
gronkify_gotha_	0x00037b94	1
gronkify_nystul_	0x00037b28	1
gronkify_remove_	0x0003797c	1
gronkify_slay_	0x000379b8	1
gronkify_soldier_	0x00037ccc	1
gronkify_teleport_	0x00037808	1
grs_fbplot_	0x0000b054	1
grs_plot_	0x0000afa4	1
grs_scaledown_	0x0000b178	1
grs_unpack_	0x0000b02c	1
grs_which1_	0x0000b0b0	1
gruesome_door_hack_	0x00045cfc	1
hack_class_data_	0x00039400	1
hack_init_	0x000393a0	1
head_view	0x0005bb0f	1
headv_x	0x000974f4	1
headv_z	0x000974f6	1
healing_	0x000488f8	1
hgt_change_	0x0000af48	1
hit_critter_goal_	0x00048ce0	1
hline	0x0005d7ed	1
hline_	0x0005cb15	1
hold_scrgr_	0x0001f97c	1
home_cam_	0x000445d0	1
hook_timer_process	0x0000ff61	1
hostile_creatures_near_	0x0002ef78	1
hyp_move_	0x00003874	1
hyp_see_	0x000040fc	1
in3d_	0x00038928	1
in_arena_	0x000345b8	1
in_scalebm	0x0005339b	1
inanimate_spell_	0x000337d0	1
incvec_	0x0001a6d0	1
init	0x00051564	1
init_3d_	0x0001a22c	1
init_DDA_arrays	0x0000ff26	1
init_ai_	0x00003348	1
init_babl_	0x000262d8	1
init_browse_	0x0002adb4	1
init_char_	0x0002adc4	1
init_colors_	0x0005caf6	1
init_combinables_	0x0002c6f4	1
init_cutscene_	0x00031e74	1
init_debug_	0x00032290	1
init_digi_fx_	0x0000cce8	1
init_edit_	0x00036f20	1
init_font_	0x0005cda3	1
init_fx_	0x0000ec74	1
init_gamedisp_	0x0004035c	1
init_graphics_	0x0005da84	1
init_grid_	0x0001a5d4	1
init_input_	0x0000b20c	1
init_level_creature_stuff_	0x0002f678	1
init_lighting_	0x00046840	1
init_mem_	0x000223f0	1
init_mouse_	0x0000b9c8	1
init_objects_	0x0003ecdc	1
init_panelflip_	0x00020aa8	1
init_player_	0x00043c60	1
init_player_structure_	0x00043b38	1
init_save_	0x00045498	1
init_scrgr_	0x0001f800	1
init_scroll_	0x00042018	1
init_sounds_	0x0000db70	1
init_speech_	0x0000f634	1
init_spells_	0x000430a4	1
init_strings_	0x00021088	1
init_this_critter_	0x0002e0e8	1
init_timbres_	0x0000ded4	1
init_timers_	0x0000dae4	1
init_txtlib_	0x00042c3c	1
init_vectors	0x000515e2	1
init_voc_playback_	0x0000e2fc	1
init_world_	0x00036d90	1
initjoy	0x0005182c	1
initmouse	0x00051390	1
initvideo	0x00051804	1
inners	0x00051f77	1
inners1	0x00051f43	1
input_addmouse_	0x0000b2a0	1
input_del_	0x0000b3ac	1
input_dispatch_	0x0000b4e4	1
insert_ank_	0x00050530	1
insert_kana_	0x0005051c	1
insert_kanji_	0x000504bc	1
install_	0x000512a4	1
install_buttongroup_	0x0003fd44	1
install_cd_	0x00050ca8	1
install_error_	0x00050ff0	1
install_timbre_	0x0000dfb0	1
install_timebased_task_	0x00031fe8	1
installkey	0x00051541	1
instance_bank	0x00054684	1
instance_head	0x00054272	1
instance_pitch	0x0005447b	1
instance_vvars_bank	0x0005463a	1
instance_vvars_head	0x00054228	1
instance_vvars_pitch	0x00054431	1
instant_kill_	0x00035a30	1
invRemoveObject_	0x0003b2f8	1
inv_look_	0x00013a04	1
iprint_	0x00050b38	1
is_flat	0x00053f9d	1
is_my_race_	0x00035b0c	1
is_really_button_	0x0003f644	1
is_sharp_	0x00010f38	1
is_this_wandering_	0x0004e778	1
isatty_	0x00060421	1
itoa_	0x0005f543	1
jbuttons	0x0005182c	1
jgame_stuff_	0x000471c4	1
jiggle_weapon_	0x00020594	1
jname_input_	0x0002ba80	1
joymask	0x00068a02	1
joystick	0x0005182c	1
joystickinit	0x000689d8	1
jstring_to_screen_	0x0005cc76	1
jstrlwr_	0x0005014f	1
kana_input_	0x00050618	1
kanaconv_	0x00050184	1
kconv_	0x00050338	1
key	0x000514ac	1
key_	0x000514ac	1
key_mode_	0x0005017c	1
keyarray	0x0000260a	1
keyboard_interrupt	0x00002408	1
keyboard_mouse_	0x0000c8f4	1
keyboard_reset	0x000025c0	1
keyboard_setup	0x0000259d	1
kill_all_digi_effects_	0x0000e974	1
kill_all_effects_	0x0000e89c	1
kill_effect_	0x0000e7c4	1
kill_plants_	0x00034b40	1
kill_triggers_	0x0004dd7c	1
kk_conv_	0x00050a1c	1
knjchr_	0x000500fc	1
knjrchr_	0x000500d4	1
knjstrupr_	0x00050124	1
kq	0x000026be	1
kqe	0x0000273e	1
labs_	0x0005f4ca	1
lag_view	0x0005bbe0	1
last_pnt_ofs	0x00097b36	1
lastwid	0x0006bfb5	1
lback_vscreen_	0x00032114	1
lclip_bot	0x00058c90	1
lclip_left	0x00058d2b	1
lclip_right	0x00058dc7	1
lclip_top	0x00058bf1	1
lcpg_pghere	0x00051b9a	1
lcpg_swap	0x00051bb5	1
left	0x00099c30	1
left_u	0x00097b54	1
left_u_frac	0x00097b56	1
left_v	0x00097b58	1
left_v_frac	0x00097b5a	1
left_vertex	0x00097b48	1
left_x	0x00097b50	1
left_x_frac	0x00097b52	1
lget_	0x00046700	1
lightabs	0x0006a6b2	1
line_of_sight_	0x00004aa4	1
line_overflow2	0x00058bbd	1
line_reversal	0x00055afa	1
load_all_gr_	0x0003916c	1
load_buttongroup_images_	0x0003fe98	1
load_chrgen_data_	0x0002c3b0	1
load_cpg	0x00051aa1	1
load_dfx_page_	0x0000ce90	1
load_digi_fx_	0x0000cd84	1
load_dl_	0x000439e8	1
load_doors_	0x00039330	1
load_global_timbre_	0x0000ddc8	1
load_gr_ems_	0x00038f8c	1
load_gr_video_	0x000390e0	1
load_inv_pic_	0x0003c024	1
load_inventory_pix_	0x0003ba14	1
load_message_	0x0003fb74	1
load_new_music_	0x0000dff4	1
load_obj_ems_	0x00038fb8	1
load_script_	0x000264f8	1
load_sound_driver_	0x0000e1d0	1
load_tr_ems_	0x00038ff4	1
load_txtmaps_	0x00042de8	1
load_weapcm_	0x00020894	1
load_weapon_	0x00020330	1
load_xlate_rotate_pnt	0x00054085	1
local_do_palette_	0x0000f844	1
local_y_coord	0x0006bfeb	1
look_for_target_	0x00007bb8	1
look_nothing_	0x00013338	1
loop_music_maybe_	0x0000f32c	1
lptrkq	0x0000273e	1
lseek_	0x0005edfc	1
lsqrt	0x000587ff	1
lsqrt32	0x00058944	1
ltoa_	0x0005f4ad	1
lz_filbf_	0x0004f788	1
lz_flsbf_	0x0004f7a4	1
m1	0x0009652a	1
m2	0x0009652c	1
m3	0x0009652e	1
m4	0x00096530	1
m5	0x00096532	1
m6	0x00096534	1
m7	0x00096536	1
m8	0x00096538	1
m9	0x0009653a	1
main_	0x00036d3c	1
mainloop_	0x0000b670	1
makePlayerInvCopy_	0x0003a1f0	1
make_dir_	0x00051004	1
make_noise_	0x0001ebe0	1
make_path_from_flood_data_	0x00004808	1
make_stew_	0x0002c860	1
make_string_	0x00021194	1
make_terrain_unseen_	0x0002603c	1
make_ytable_	0x0002fe50	1
malloc_	0x0005e48b	1
map_bitmap	0x00058790	1
map_loop	0x000559d1	1
map_section_	0x00025d98	1
mapemstable	0x00068a0c	1
mapper_rtn	0x0006c004	1
mask_to_screen_	0x0000b148	1
max_dbase_size	0x00003c00	0
maybe_cast_defensive_spell_	0x00006dd4	1
maybe_cheat_arena_fire_	0x0002f998	1
maybe_flip_a_switch_	0x000356a8	1
maybe_go_hang_out_	0x0002fb28	1
maybe_rescue_guy_from_fire_	0x0002f9bc	1
mbtns_	0x0005143d	1
mbuttons	0x0005143d	1
mdetect_	0x0004afbc	1
mem_cx	0x000979de	1
mem_setup_	0x00022408	1
memcpy_	0x0005f416	1
memset_	0x0005f3f8	1
mendable_	0x0004a9cc	1
merge_angles_	0x00002d1c	1
mini_xlate_rotate_pnt	0x0005404f	1
misc	0x0006c15e	1
misc_class_data_	0x0003ec28	1
misc_init_	0x0003ebd8	1
missile_finish_	0x00011c00	1
missile_fire_	0x00014898	1
missile_newhit_	0x0001728c	1
missile_thwack_	0x00012238	1
mk_lastwid	0x00076488	1
mkdir_	0x0005eddf	1
mktime_	0x00060e0e	1
mm3x9_bpsi	0x00054925	1
mm3x9t	0x00054a00	1
mm9x9	0x000548d0	1
mob_init_	0x00017d90	1
mob_to_static_	0x00017f2c	1
mode	0x00077d4a	1
modify_axis2	0x0005c1e0	1
modify_biasx	0x000594a6	1
modify_biasy	0x000594bb	1
modify_bx2	0x00059523	1
modify_by2	0x0005953f	1
modify_mes	0x00054085	1
modify_mex	0x0005408a	1
modify_mey	0x000540a4	1
modify_mez	0x00054097	1
monoScreen	0x0005181c	1
morpheus_ruin_potion_	0x000365d0	1
mous_3d_hide_	0x0000bb20	1
mous_3d_set_	0x0000bad0	1
mous_3d_show_	0x0000bbf8	1
mous_in_3d_	0x00013894	1
mous_in_3d_p_	0x0000baec	1
mous_in_inv_	0x00013b3c	1
mous_in_panel_	0x00013c34	1
mous_in_rune_	0x0003a900	1
mous_in_stat_	0x0004bc74	1
mous_player_	0x00044348	1
mouse	0x0005140d	1
mouse_	0x000517ed	1
mouse_Qgetxy_	0x0000bc14	1
mouse_btns_	0x0000caac	1
mouse_check_reg_	0x0000c124	1
mouse_clearQ_	0x0000bc48	1
mouse_constrain_	0x0000bdd0	1
mouse_dragged_	0x0000bd4c	1
mouse_freereign_	0x0000bdec	1
mouse_get_input_	0x0000bf88	1
mouse_get_input_sp_	0x0000bf90	1
mouse_getbut_	0x0000bc94	1
mouse_getxy_	0x0000bbfc	1
mouse_hide_	0x0000baac	1
mouse_putxy_	0x0000bc60	1
mouse_release_	0x0000bcbc	1
mouse_show_	0x0000ba94	1
mousedpi	0x00067604	1
mouseon	0x00067606	1
mousopt_	0x0002b898	1
moveDoor_	0x00041528	1
moveMouse_	0x0000c2f8	1
move_along_	0x00022314	1
move_along_path_	0x0000521c	1
move_cam_	0x000446e0	1
move_chrpic_	0x0002c380	1
move_convpic_	0x0002c9f0	1
move_folks_around_	0x00034a9c	1
move_hilite_	0x0003f8fc	1
move_initial_files_	0x00037574	1
move_me_joe_	0x00002b2c	1
move_mobile_	0x00009678	1
move_opbtn_	0x00044a90	1
move_physics_	0x0001e96c	1
move_player_	0x0001ea84	1
move_reload_obj_ems_	0x00038dec	1
move_sprite_	0x0000fa11	1
move_to_next_	0x0001ad1c	1
move_vram_	0x00038ea8	1
move_weapon_	0x00020310	1
movenew_ems_	0x00038d6c	1
movenew_vram_	0x00038e64	1
moveobj_ems_	0x00038d98	1
moveto_	0x00047b80	1
mpos_	0x0004f088	1
mts_doanim_	0x00023720	1
munge_vectors_	0x00009d74	1
music_available_	0x0000e310	1
music_is_on_	0x0000e2dc	1
music_opt_	0x0003fa88	1
music_over_	0x0000f5b4	1
musicsound_group_fun_	0x0003fbec	1
must_clip_3d	0x0005957a	1
mvcheck_	0x000222dc	1
mxmul	0x000540b0	1
nail_1area_	0x0004989c	1
nail_area_	0x000497cc	1
near_mob_put_at_	0x00016138	1
newFPS_	0x0000aca4	1
new_IconSelect_	0x0000b860	1
new_IconUnselect_	0x0000b7ec	1
new_hilit_button_	0x0003fcbc	1
new_player_pos_	0x0003739c	1
newdels_	0x0001ab28	1
newport	0x000723ca	1
newscr_	0x00037020	1
